date,open,high,low,close,volume,bodysize,shadowsize,sma_3,rsi_3,Min_3,Max_3,volume_3,percentChange_3,RelativeSize_sma_3,Diff_3,sma_8,rsi_8,Min_8,Max_8,volume_8,percentChange_8,RelativeSize_sma_8,Diff_8,sma_21,rsi_21,Min_21,Max_21,volume_21,percentChange_21,RelativeSize_sma_21,Diff_21,sma_55,rsi_55,Min_55,Max_55,volume_55,percentChange_55,RelativeSize_sma_55,Diff_55,sma_144,rsi_144,Min_144,Max_144,volume_144,percentChange_144,RelativeSize_sma_144,Diff_144,sma_377,rsi_377,Min_377,Max_377,volume_377,percentChange_377,RelativeSize_sma_377,Diff_377,WeekDay,Day,result
1970-01-01 00:26:29.328000,8818.1,9411.0,8808.1,9317.1,9472.11087761,499.0,602.8999999999996,8903.866666666681,65.98140378648952,8190.0,9411.0,11706.01399278666,0.06890380313199107,1.0464105482262371,600.6000000000004,9243.050000000001,60.13588896795805,7995.6,10080.2,12968.008135273754,0.03209118904668018,1.0080114248002552,289.7000000000007,8655.990476190475,60.69644234084742,7035.2,10080.2,10764.794957339056,0.30548277263237544,1.0763759532346993,2180.2000000000007,7482.189090909094,55.074355419727,5680.0,10080.2,9912.838191024355,0.5065243754547659,1.2452371741473807,3132.6000000000004,8056.438888888895,52.59589004237066,3913.1,10516.6,7990.809050569169,0.30427661510464055,1.1564787033697677,2173.6000000000004,8681.557824933689,52.061913053706554,3913.1,13875.7,6814.976538751035,0.7284296447453855,1.0732060060973176,3926.6000000000004,3,1,0
1970-01-01 00:26:29.414400,9317.1,9947.0,9256.9,9788.5,12966.02053407,471.39999999999964,690.1000000000004,9309.766666666681,78.9607494588356,8531.8,9947.0,9930.744941206658,0.14207541886405006,1.0514226994589895,1217.7000000000007,9320.85,67.08789497593588,7995.6,10080.2,13168.509060363755,0.06790237941981858,1.050172462811868,622.3999999999996,8765.68095238095,63.888871722082186,7370.0,10080.2,10838.726334079533,0.307748830995324,1.116684494128346,2303.5,7547.310909090913,56.59814559865593,5688.1,10080.2,9734.897469679629,0.5770606431655603,1.2969520028927817,3581.7,8072.261805555561,53.221493715320904,3913.1,10516.6,8049.358989284447,0.30339547270306255,1.2126093325247795,2278.5,8692.508753315651,52.298699578600115,3913.1,13875.7,6835.220766345916,0.729416961130742,1.1260845721054116,4128.5,3,1,0
1970-01-01 00:26:29.500800,9788.5,9847.1,9128.0,9312.1,11082.91558633,-476.39999999999964,719.1000000000004,9472.566666666682,50.02659530062394,8808.1,9947.0,11173.68233266999,0.05535092988202228,0.9830598535419811,488.39999999999964,9234.737500000001,55.84051016727674,7995.6,10048.2,12278.025915870005,-0.0688831116888311,1.0083773361181083,-688.8999999999996,8851.599999999999,58.81919801649764,7442.2,10080.2,11013.278252472865,0.2403233970004528,1.052024492747074,1804.3000000000002,7603.961818181821,54.68881781183776,5688.1,10080.2,9734.793948154173,0.5028484740893759,1.2246379220019032,3115.8,8086.068055555563,52.51617563894093,3913.1,10516.6,8073.951961502015,0.27145002730748224,1.1516227585547079,1988.1000000000004,8701.921485411143,52.03824344251569,3913.1,13875.7,6852.059507645227,0.6157022642491543,1.070119974721885,3548.6000000000004,3,1,0
1970-01-01 00:26:29.587200,9310.5,9590.0,9221.1,9386.0,4905.16528078,75.5,368.89999999999964,9495.533333333347,53.952748040370324,9128.0,9947.0,9651.367133726657,0.00739500488349365,0.9884647518482359,68.89999999999964,9181.800000000001,57.11511702470685,7995.6,9947.0,11668.235403183755,-0.04317243488455069,1.0222396479993028,-423.5,8939.023809523807,59.34465172328261,7480.0,10080.2,10979.929427912864,0.24316234222063282,1.0500027967259664,1835.8999999999996,7668.698181818186,54.92904197858892,5688.1,10080.2,9608.810771835992,0.6111921723457214,1.2239365505677857,3560.5,8100.878472222229,52.61427014157368,3913.1,10516.6,8074.223009928265,0.29403168213089215,1.1586397737213847,2132.7,8711.647480106103,52.07536521512394,3913.1,13875.7,6860.725482455411,0.6411099260399,1.0774081505747157,3666.7,3,1,0
1970-01-01 00:26:29.673600,9379.3,9888.0,9317.1,9673.0,6998.24963795,293.7000000000007,570.8999999999996,9457.033333333347,68.4104760587828,9128.0,9888.0,7662.110168353324,-0.011799560708995238,1.022836618953793,-115.5,9198.462500000001,61.98517970035822,7995.6,9947.0,11542.506301272504,0.013973185739593497,1.0515887845387204,133.29999999999927,9032.790476190476,61.355389123591394,7629.7,10080.2,11098.013209391913,0.25559781409416016,1.070876162299685,1969.1000000000004,7726.2963636363675,55.85480771542183,5851.0,10080.2,9436.222857655626,0.4869871331724338,1.251958188599359,3167.8999999999996,8118.10694444445,52.99403594610692,3913.1,10516.6,8099.484071321598,0.34494792897762827,1.1915339458073568,2480.8999999999996,8722.219363395228,52.219369847390546,3913.1,13875.7,6872.643442993767,0.7007771565214334,1.1090067329187956,3985.6000000000004,3,1,0
1970-01-01 00:26:29.760000,9675.6,9948.3,9400.0,9725.3,8025.34763434,49.69999999999891,548.2999999999993,9594.76666666668,70.90731849501167,9221.1,9948.3,6642.920851023325,0.04437237572620556,1.0136046386398128,413.1999999999989,9324.562500000002,62.86348046158465,8190.0,9948.3,9886.967581478753,0.11573452647278137,1.042976547157038,1008.7999999999993,9124.833333333332,61.717669763923276,7671.1,10080.2,11177.367658120484,0.2480493814485909,1.065805768141884,1932.8999999999996,7780.047272727276,56.02246557323861,5851.0,10080.2,9305.994862391082,0.4367410252622248,1.2500309649906303,2956.2999999999993,8135.675000000007,53.06306457700878,3913.1,10516.6,8129.750159008194,0.35158084914182464,1.1953894421790436,2529.7999999999993,8732.776657824936,52.245588142565005,3913.1,13875.7,6882.815737039975,0.6927696163754089,1.113654955470059,3980.0999999999995,3,1,0
1970-01-01 00:26:29.846400,9726.0,9900.0,9465.0,9779.3,8433.88252936,53.29999999999927,435.0,9725.866666666678,74.08025974635754,9317.1,9948.3,7819.159933883326,0.041902834008097134,1.0054939405571386,393.2999999999993,9475.625000000002,63.8490649728662,8531.8,9948.3,8654.724436547502,0.14100200681383313,1.0320480179407687,1208.5,9221.190476190475,62.10283254057246,7727.6,10080.2,11377.228461221914,0.26090151886330215,1.0605246714348422,2023.499999999999,7836.218181818185,56.19741047328995,5851.0,10080.2,9238.354262711082,0.4618006248224935,1.2479616791030919,3089.3999999999996,8153.264583333341,53.1346207256076,3913.1,10516.6,8161.045217608611,0.3495390814749393,1.1994336624363389,2532.8999999999996,8742.954907161806,52.27270035850472,3913.1,13875.7,6898.623192038065,0.645764965247976,1.1185348779494757,3837.199999999999,3,1,0
1970-01-01 00:26:29.932800,9779.2,9841.4,9310.0,9510.1,8928.34699991,-269.10000000000036,531.3999999999996,9671.566666666678,40.80319532027732,9310.0,9948.3,8462.525721203325,-0.016840690582032414,0.9833050143547915,-162.89999999999964,9561.425000000003,55.46281469081523,8808.1,9948.3,8851.504885043752,0.07779049605040966,0.9946320762856998,686.3999999999996,9255.961904761903,58.995855516234705,7995.6,10080.2,10827.575846602389,0.08316723425095973,1.0274566920059762,730.2000000000007,7886.09272727273,55.08477672657072,5851.0,10080.2,9273.2855792269,0.4053642677700606,1.205933068363616,2743.1000000000004,8168.611805555563,52.73106222749421,3913.1,10516.6,8205.532641106249,0.30273557896467174,1.1642247454496586,2210.0,8751.863925729445,52.124779117131624,3913.1,13875.7,6910.300680365863,0.546005787300452,1.0866370959038143,3358.7000000000007,3,1,0
1970-01-01 00:26:30.019200,9510.1,9564.0,8800.0,9057.3,12850.78533232,-452.8000000000011,764.0,9448.90000000001,19.126323024312512,8800.0,9900.0,10071.004953863327,-0.06868682714157914,0.95855602239414,-668.0,9528.950000000003,44.28219803654756,8800.0,9948.3,9273.839191882502,-0.027884212898863447,0.9505034657543587,-259.8000000000011,9276.32857142857,54.206281282668705,7995.6,10080.2,10297.356580251437,0.04956197274497076,0.9763884418558451,427.6999999999989,7934.836363636366,53.27767950836531,5851.0,10080.2,9325.77142333072,0.4204410011918951,1.1414602122745268,2680.8999999999996,8180.183333333341,52.06132879646475,3913.1,10516.6,8273.809952087708,0.2254498714652955,1.107224573206386,1666.2999999999993,8759.074005305041,51.87719830215809,3913.1,13875.7,6929.51504302825,0.42879904087331,1.034047662402936,2718.199999999999,3,1,1
1970-01-01 00:26:30.105600,9057.5,9261.2,8925.0,9169.0,5948.22846448,111.5,336.2000000000007,9245.466666666676,32.412674067326066,8800.0,9841.4,9242.453598903325,-0.06240732976797925,0.9917292799353907,-610.2999999999993,9451.512500000003,47.278530894575795,8800.0,9948.3,8396.61518318375,-0.06328855289370183,0.9701092814509844,-619.5,9292.72857142857,55.14942840009798,7995.6,10080.2,10175.441556855723,0.03902726469188411,0.9866854422274868,344.39999999999964,7987.876363636366,53.659645729503765,5851.0,10080.2,9269.415992913266,0.46661761412713143,1.1478645365294493,2917.2,8193.78958333334,52.212102842086004,3913.1,10516.6,8289.16337364993,0.2717588803972426,1.1190182401864817,1959.3000000000002,8764.294164456234,51.93366781021742,3913.1,13875.7,6918.411519065837,0.2732953756422718,1.0461766604303468,1968.0,3,1,0
